job_id,title,description,formatted_experience_level,formatted_work_type,location,salary,key_skills,company_name_encoded,source_split
train-1676,assistant vice president - fraud risk strategy - digital wallets,"- Proactively seeks, finds and recommends opportunities to improve customer experience, processes,",5-8 yrs,,Mumbai,15to25,"risk management, big data, machine learning, data management..",1048,train
train-1678,data scientist - fintech startup - iit/iim/bits/nit,- Experience with building insights using varied/alternate data sources;- Experience with large data,3-6 yrs,analytics,"Gurgaon, Gurugram",15to25,"data scientist, python, iim, r, marketing, analytics, hadoop..",14,train
train-1679,software developer - javascript developer,"Experience with common front-end development tools such as Babel, Webpack, NPM, etc;Optimizing",1-6 yrs,,Delhi NCR(Mohan Co-operative),0to3,"javascript, json, rest, dom, react.js, software development, git, front end..",681,train
train-1680,financial planning & analysis manager / dm - mnc - offrole - chennai,Reporting support and mobile dash boarding experience is a plus;Work Experience: 4+years of progressive,4-9 yrs,,Chennai,3to6,"fp&a, financial planning, manager financial planning analysis..",3457,train
train-1682,. net developer - asp/c#/mvc,"- Minimum 2 years of experience in full stack development in web based applications with Asp.Net, C#,",2-5 yrs,,"Gurgaon, Gurugram",6to10,"net developer, asp, c#, mvc, asp.net, sql, angular2, jquery, javascript..",2187,train
train-1683,senior software engineer java fullstack,Candidate should have total 4 to 8 yrs of hands on experience on Java J2EE concepts and programming,4-8 yrs,Analytics,Bengaluru,10to15,"xml, hibernate, core java, jquery, xslt, mvc, analytics, healthcare, jira..",765,train
train-1685,associate - payroll operations,Experience - 1 to 3 years;Coordinating with the Client SPOC and client employees(If required);Min,1-3 yrs,,Mumbai,0to3,payroll processing,1937,train
train-1686,"analyst - strategic research: jlt india pvt ltd, mumbai",Desirable: Relevant professional certification in data analytics/visualisation;Experience with research,1-3 yrs,analytics,Mumbai(Powai),3to6,"secondary research, business research, factiva, data analysis, excel..",2300,train
train-1688,model risk auditor,The model risk auditor will contribute to SG GSC internal audit teams enterprise-wide coverage of model,10-15 yrs,,Bengaluru,15to25,"finance, internal control, auditing, internal audit, risk management..",3988,train
train-1689,product manager,"Sound experience in Python, design patterns and data",2-3 yrs,,Bengaluru,15to25,"algorithms, product strategy, artificial intelligence, data structures..",4080,train
train-1692,senior manager - model validation - credit card,- Candidate should have excellent communication skills to interact with senior clients;- 1-2 years of,6-11 yrs,Analytics,"Delhi NCR, Gurgaon",10to15,"analytics, banking, model validation, risk modeling, senior management..",3319,train
train-1693,technology manager - web development - php/mysql,- Experience in leading a team of cross-platform web developers to deliver projects end-to-end - primary,10-12 yrs,,Bengaluru,10to15,"php, mysql, javascript, jquery, wordpress, html, magento, drupal, laravel..",3783,train
train-1694,content expert,1. Acts as a liaison between products and creative team. 2. Takes technical inputs from product team,3-5 yrs,,Gurgaon,3to6,"marketing communication, sales, market research, campaigns, trend analysis",1660,train
train-1696,assistant manager/ deputy manager - valuation,- Interacting with various Indian debt participants on regular basis for sourcing required market,2-6 yrs,,Mumbai,10to15,"money market, market intelligence, development testing, analytical..",4245,train
train-1697,ibm cognos tm1,Accenture Technology powers our clients businesses with innovative technologies established and emerging,2-5 yrs,,Bengaluru,6to10,"project management, cognos, troubleshooting, business process, outsourcing",190,train
train-1698,system analyst - pp/qm analyst,o Executing all aspects of the day to day successful running of the SAP Landscape and non-SAP,2-7 yrs,,Coimbatore,6to10,"sap production planning, sap pp, qm, quality management, sap",828,train
train-1699,design consultant,"Skill : Design Thinking, Agile and DevOps, Information visualization, Creative Thinking",6-10 yrs,,Pune,6to10,"sales, marketing, client acquisition, customer research, customer loyalty..",2880,train
train-1700,data information management analyst,"The key requirement for the Assistant Manager role is the ability to understand the business, develop",2-5 yrs,,Chennai,6to10,"sas, financial services, data management, analytical, automation, cognos..",910,train
train-1701,excellent opportunity- cmmi 3- accounts executive- noida,"Should you need any further information, please feel free to contact me!;14+ years of Industry",1-3 yrs,,Noida,0to3,"finance, accounts receivable, accounting, expenses, mcom..",1432,train
train-1704,python developer,- Be a good team player;- Should possess strong analytical and problem-solving skills;3 to 8 years of,3-8 yrs,Analytics,Ahmedabad(Vastrapur+1),3to6,"python, django, pyspark, pandas, numpy, html, react.js, javascript..",811,train
train-1705,"process trainer - ed medical coding ,us healthcare , gebbs healthcare",Qualification: Degree Must (Life Science/Medicine/Nursing/BPT/ Pharma Preferred);Experience: Minimum 3,3-8 yrs,,Aurangabad,3to6,"process training, cpc, quality analysis, us healthcare, medical coding, ed",1688,train
train-1706,associate - analytics,"- Experience of working on analytics projects and initiatives, preferably around 2-5",2-5 yrs,Analytics,Bengaluru,6to10,"time series, r, sas, machine learning, spss, analytics, python, regression",4440,train
train-1707,research associate_analytical,"PhD with 0-3 years experience, or a Masters with 3-5 years experience, or a Bachelors with 5-7 years",7-12 yrs,,Bengaluru,15to25,"lc - ms, lc - icp, leachables, extractables, analytical method development",621,train
train-1709,data scientist general insurance/property& casulity,"In this role, you are required to get involved in multiple projects through guiding and working;Minimum",5-9 yrs,Analytics,Chennai,10to15,"sql, r, statistical modeling, sas, analytics, general insurance..",1756,train
train-1710,microsoft cloud analytics azure architect - hdinsight stack,- Strong understanding of Azure environment and experience in working with Hybrid model;- Project,13-20 yrs,Analytics,Bengaluru,25to50,"microsoft cloud analytics azure architect, hdinsight stack..",3319,train
train-1711,charge outs gra,•Preferably understand how to create macros or some basic level of code changes;&bull,4-8 yrs,,Mumbai,6to10,"macros, ms access, analytical, management consulting, people development..",908,train
train-1712,manager - internal audit - ca - big4,Qualified Chartered Accountant with 5 to 8 of Post qualification,5-8 yrs,,Pune,10to15,"accounting, internal audit, auditing, enterprise risk management, big4..",1793,train
train-1713,financial data associate (deal documents support),"In this role, you will be required to understand an operational process, navigate various data",0-2 yrs,,Delhi NCR,3to6,"finance, transaction services, credit monitoring, subject matter expertise",2627,train
train-1714,content writer,Should be able to write product related copy with regard to elements that are included in the box,3-4 yrs,Analytics,Gurgaon,3to6,"seo, sem, google analytics, content writing, creative writing, social media..",2441,train
train-1715,sr. category manager - foods,The role will be responsible for the following areas: 1. Deliver the Budgeted Sales and Gross,15-25 yrs,,Mumbai,15to25,"assortment planning, sales, vendor management, category management..",3562,train
train-1716,research executive,Atleast 6 months of prior work experience;A good fit will be a candidate with excellent communication,0-2 yrs,,"Delhi NCR, Gurgaon",3to6,research,2165,train
train-1717,medical transcriptionist / quality analyst (medical transcription),Candidates would be required to work in medical transcription field on online platform of Escription.,7-12 yrs,,Delhi NCR(Sector-3 Noida),3to6,"qa, medical transcription, quality analysis, escription, quality analyst",3797,train
train-1719,avp insurance analytics/ avp analytics( retail / telecom) for gurgaon,The person should have experience of 7-9 years using analytics in Insurance projects;The person should,11-20 yrs,Analytics,Gurgaon,25to50,"insurance analytics, predictive analytics, data analytics, sas..",4329,train
train-1722,presales architect - costing & pricing,"10+ years experience in these roles;Experience in three key areas: Technical Solutioning, Complex Deal",10-15 yrs,,Bengaluru,10to15,"solutioning, pricing analysis, infrastructure services, deal structuring..",1871,train
train-1723,senior business analyst,It would be a plus if you have exposure to power plant or energy domain experience;Must have experience,7-10 yrs,,Chennai(Navalur),0to3,"business modeling, sdlc, project delivery, process analysis..",2236,train
train-1724,seo analyst - immediate join - australian company,BIZFAB is seeking the services of a SEO Analyst to strengthen the rapidly growing team in Bangalore.,1-2 yrs,,Bengaluru,0to3,"seo analyst, link building",570,train
